roundid,holeid,hnum,shotid,stroke,startpos,holedis,shots_to_hole_out
89999,1615508,18,5199249,1,0,498,5
90011,1615707,1,5199663,1,0,442,4
90011,1615708,2,5199667,1,0,199,4
90011,1615709,3,5199671,1,0,427,4
90011,1615710,4,5199675,1,0,430,4
90011,1615711,5,5199679,1,0,503,5
90011,1615712,6,5199684,1,0,208,4
90011,1615713,7,5199688,1,0,399,4
90011,1615714,8,5199692,1,0,376,3
90011,1615715,9,5199695,1,0,586,5
90011,1615715,9,5199696,2,0,284,4
90011,1615716,10,5199700,1,0,417,4
90011,1615717,11,5199704,1,0,555,4
90011,1615718,12,5199708,1,0,208,4
90011,1615719,13,5199712,1,0,425,4
90011,1615720,14,5199716,1,0,198,4
90011,1615721,15,5199720,1,0,502,5
90011,1615722,16,5199725,1,0,382,4
90011,1615723,17,5199729,1,0,387,5
90011,1615723,17,5199730,2,0,102,4
90011,1615724,18,5199734,1,0,408,4
90043,1616283,1,5201619,1,0,310,5
90043,1616284,2,5201625,1,0,301,4
90043,1616285,3,5201629,1,0,560,5
90043,1616286,4,5201634,1,0,510,6
90043,1616287,5,5201640,1,0,154,3
90043,1616288,6,5201643,1,0,460,5
90043,1616289,7,5201648,1,0,426,5
90043,1616290,8,5201653,1,0,377,4
90043,1616291,9,5201657,1,0,178,3
90043,1616292,10,5201660,1,0,316,4
90043,1616293,11,5201664,1,0,465,5
90043,1616294,12,5201669,1,0,330,4
90043,1616295,13,5201673,1,0,382,5
90043,1616296,14,5201678,1,0,445,4
90043,1616297,15,5201682,1,0,208,4
90043,1616298,16,5201686,1,0,570,5
90043,1616299,17,5201691,1,0,400,4
90043,1616300,18,5201695,1,0,210,3
90567,1625715,1,5231787,1,0,442,4
90567,1625716,2,5231791,1,0,201,4
90567,1625717,3,5231795,1,0,427,4
90567,1625718,4,5231799,1,0,430,4
90567,1625719,5,5231803,1,0,503,5
90567,1625719,5,5231804,2,0,181,4
90567,1625720,6,5231808,1,0,213,4
90567,1625721,7,5231812,1,0,399,4
90567,1625722,8,5231816,1,0,376,4
90567,1625723,9,5231820,1,0,586,4
90327,1621404,10,5217513,1,0,316,5
90327,1621405,11,5217518,1,0,470,4
90327,1621406,12,5217522,1,0,330,4
90327,1621407,13,5217526,1,0,382,7
90327,1621408,14,5217533,1,0,445,4
90327,1621409,15,5217537,1,0,220,3
90327,1621410,16,5217540,1,0,570,4
90327,1621411,17,5217544,1,0,400,4
90327,1621412,18,5217548,1,0,195,4
91042,1634265,1,5259476,1,0,400,4
91042,1634266,2,5259480,1,0,403,3
91042,1634267,3,5259483,1,0,171,3
91042,1634268,4,5259486,1,0,524,5
91042,1634269,5,5259491,1,0,210,3
91042,1634270,6,5259494,1,0,361,4
91042,1634271,7,5259498,1,0,566,6
91042,1634271,7,5259499,2,0,288,5
